% COMP47490 2019 - Assignment 1 Q1
% Dataset ACMETelephoneABT for student ID number 19200041
@relation ACMETelephoneABT-19200041

@attribute  age integer
@attribute marriageStatus {'yes', 'no', 'unknown'}
@attribute  children {'true', 'false'}
@attribute  income integer
@attribute numHandsets integer
@attribute handsetAge integer
@attribute smartPhone {'true', 'false'}
@attribute currentHandsetPrice real
@attribute  creditRating {' C', ' A', ' D', ' E', ' G', ' B', ' F'}
@attribute homeOwner {'true', 'false'}
@attribute  creditCard {'true', 'false', 'no', ' t', ' f', 'yes'}
@attribute avgBill real
@attribute avgMins real
@attribute avgrecurringCharge real
@attribute avgOverBundleMins real
@attribute avgRoamCalls real
@attribute callMinutesChangePct real
@attribute billAmountChangePct real
@attribute avgReceivedMins real
@attribute avgOutCalls real
@attribute avgInCalls real
@attribute peakOffPeakRatio real
@attribute peakOffPeakRatioChangePct real
@attribute avgDroppedCalls real
@attribute lifeTime integer
@attribute lastMonthCustomerCareCalls real
@attribute numRetentionCalls integer
@attribute numRetentionOffersAccepted integer
@attribute newFrequentNumbers integer
@attribute churn {'true', 'false'}

@data
22,'no','false',3,1,649,'true',0.0,' C','false','true',30.65,850.75,30.0,0.0,0.65,0.665,0.0388,70.85,21.33,13.0,1.100473662,0.41696400200000006,4.33,22,15.33,0,0,0,'true'
50,'no','true',7,1,633,'true',0.0,' B','false','true',121.88,560.5,81.28,115.5,0.0,1.11,0.3364,167.11,16.33,18.67,3.45,-4.052052217,12.33,21,0.0,0,0,0,'true'
24,'no','true',3,2,38,'true',149.99,' E','false','true',63.4,787.25,44.99,65.5,0.0,-11.985,-0.4882,136.76,30.33,4.33,0.813586901,-7.57538741,4.0,12,0.0,0,0,0,'false'
42,'no','false',1,2,288,'true',79.99,' C','false','true',92.68,1124.75,69.99,64.0,0.0,-16.635,-0.4538,473.52,91.67,120.0,0.924560811,-6.422940689,45.67,11,3.0,0,0,0,'true'
0,'unknown','false',0,4,193,'true',29.99,' A','true','false',142.97,1521.25,54.98,257.25,0.0,6.275,1.1078,528.01,109.33,48.33,0.781506038,-4.879794055,55.33,27,0.0,0,0,0,'false'
24,'no','false',2,3,404,'true',29.99,' D','false','true',86.5,796.25,75.0,46.0,0.0,-2.545,-0.23,134.33,23.0,5.33,1.1182326470000001,20.39924983,14.67,28,0.0,0,0,0,'false'
26,'yes','true',7,3,292,'true',149.99,' A','false','true',60.37,1022.75,59.99,23.75,0.0,-0.295,-0.0704,237.53,16.0,12.0,0.9650687090000001,1.4136869719999998,7.33,42,5.67,0,0,0,'false'
38,'no','false',6,1,285,'true',0.0,' B','false','true',31.91,185.75,39.99,0.0,1.65,-3.715,-0.0382,0.0,0.0,0.0,0.0,-4.7926066689999995,0.0,9,0.0,0,0,0,'true'
46,'yes','true',6,1,709,'true',0.0,' A','false','true',174.51,912.0,50.0,403.5,0.52,-3.7,-1.1282,487.33,19.67,10.67,2.5367774819999998,-16.80901887,8.33,23,2.33,0,0,0,'false'
36,'yes','false',9,1,356,'true',0.0,' A','false','true',33.32,218.25,39.99,10.0,0.0,-0.765,-0.0666,47.09,23.67,4.0,3.267273701,-9.128936462,8.0,12,0.0,0,0,0,'true'
52,'yes','false',7,1,208,'true',0.0,' B','false','true',35.06,115.5,44.75,0.0,0.0,-1.09,-0.0014,12.04,10.33,0.0,17.36526946,-1.8057253830000002,2.0,7,0.67,0,0,0,'false'
76,'yes','false',1,12,3,'true',199.99,' D','true','true',97.48,1051.75,95.27,14.5,0.0,-7.015,-0.23,49.84,2.33,0.0,1.735680635,7.413397262999999,4.0,31,0.0,0,0,0,'false'
38,'yes','true',8,2,40,'true',149.99,' B','false','true',109.45,1719.75,84.99,91.75,0.1,-4.135,-0.4772,387.97,83.0,24.33,1.9599725719999999,-5.778236736,15.67,7,12.67,0,0,0,'false'
32,'no','true',4,2,419,'true',149.99,' E','false','true',168.21,1527.75,68.94,239.5,0.0,1.485,-0.1612,279.81,43.67,8.0,1.863704873,-0.99158832,18.33,22,4.67,0,0,0,'false'
52,'unknown','false',8,2,264,'true',29.99,' A','false','true',11.5,220.25,10.0,3.75,0.0,-1.105,-0.03,6.62,2.67,0.67,1.619676065,2.591115144,2.0,35,0.0,0,0,0,'false'
38,'yes','true',7,2,553,'true',29.99,' E','false','true',70.84,501.5,69.99,26.5,0.0,3.01,0.6508,79.05,31.33,3.0,2.676371978,1.283503962,6.0,18,4.67,0,0,0,'false'
50,'yes','true',5,2,280,'true',29.99,' F','false','true',16.84,735.75,10.0,19.25,0.1,5.905,0.4024,87.69,82.0,13.67,1.4283041230000002,-3.626529586,19.0,10,0.0,0,0,0,'false'
54,'unknown','true',9,1,581,'true',0.0,' B','false','true',116.22,694.5,49.99,215.0,0.0,1.33,0.3734,180.41,54.0,0.33,0.657675676,13.82549827,24.0,19,0.0,0,0,0,'false'
52,'yes','false',6,4,79,'true',129.99,' A','false','true',32.99,892.75,29.99,7.5,0.0,-2.415,-0.06,3.79,8.0,0.67,0.691216585,-10.53329966,7.33,37,0.0,0,0,0,'false'
0,'unknown','false',7,4,51,'true',149.99,' E','false',' t',79.84,654.5,72.67,0.0,0.78,-1.31,0.2282,234.69,35.0,16.33,1.9521676669999999,-10.73215248,14.33,19,0.33,0,0,0,'false'
30,'yes','false',5,1,274,'true',0.0,' B','false','true',49.66,323.0,59.99,0.0,0.0,3.12,0.0902,66.25,41.0,18.67,1.844605925,7.192359047999999,3.0,9,0.0,0,0,0,'false'
0,'unknown','false',0,1,496,'false',0.0,' E','true','false',26.77,54.25,19.99,16.75,0.0,0.215,0.0594,12.44,0.0,0.0,0.333333333,1.5654032180000002,10.0,17,3.33,0,0,0,'true'
30,'no','true',3,1,271,'true',0.0,' D','false','true',79.18,833.25,59.99,72.75,2.16,1.115,-0.4642,189.61,49.67,18.0,2.301005625,2.3704304919999997,6.67,9,3.33,0,0,3,'true'
42,'yes','true',7,4,175,'true',99.99,' B','false','true',37.2,624.0,35.99,0.0,0.39,-2.6,0.0154,72.26,60.67,7.67,1.719040841,10.83847387,6.0,19,0.0,0,0,0,'false'
38,'yes','false',7,6,328,'true',29.99,' A','false','true',30.26,108.25,29.99,0.0,0.0,-0.685,-0.0054,9.06,11.67,1.33,4.5825,16.78178971,0.33,28,0.0,0,0,0,'true'
28,'yes','false',4,2,176,'true',29.99,' C','false','true',60.67,1237.0,44.99,57.0,5.12,-3.74,0.0452,409.81,52.67,29.67,0.945051546,-8.518433387,35.0,9,5.33,0,0,0,'false'
66,'no','false',6,2,403,'true',29.99,' C','false','false',59.99,228.75,69.99,0.0,0.0,0.385,0.0,85.17,9.33,7.33,1.239980802,6.293433508,3.0,28,1.67,0,0,0,'true'
0,'unknown','false',0,2,323,'true',79.99,' F','true','false',0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.17,3.0,0.0,2.572347267,16.08753564,4.67,29,0.33,0,0,0,'true'
24,'no','false',3,3,100,'true',29.99,' D','false','true',29.03,264.5,18.29,13.25,0.0,-5.29,-0.5806,29.0,0.67,0.33,1.5808325269999999,-0.27242918,4.0,10,1.33,0,0,0,'false'
0,'no','false',8,1,370,'true',0.0,' B','false','true',40.24,72.0,49.99,0.0,0.0,-1.18,-0.005,0.0,0.0,0.0,0.0,16.31984627,0.0,13,0.0,0,0,0,'true'
46,'no','false',9,1,255,'true',0.0,' B','false','true',34.99,200.25,44.99,0.0,0.0,-0.325,0.0,58.53,10.67,1.67,1.2039032920000001,-6.538621557999999,3.0,9,1.33,0,0,2,'false'
60,'yes','false',9,1,519,'true',0.0,' B','true','false',36.72,222.5,32.49,9.0,0.0,2.09,0.0786,27.3,3.0,3.0,3.0793525460000004,17.19618105,5.33,17,0.0,0,0,0,'true'
44,'yes','false',4,1,208,'true',0.0,' B','false','true',49.99,416.25,59.99,0.0,0.0,1.575,0.0,27.16,13.33,1.33,1.602096133,0.6804509559999999,12.67,7,0.0,0,0,0,'false'
28,'no','false',7,2,176,'true',149.99,' D','false','true',135.11,2207.25,65.2,79.25,0.94,-0.445,-0.7140000000000001,574.03,51.33,36.33,0.484118871,4.449641556,30.33,13,14.67,0,0,0,'false'
0,'unknown','false',0,2,165,'true',149.99,' D','true','false',65.41,482.75,44.99,53.0,0.0,-5.115,-0.5284,92.77,45.0,18.33,0.9146620320000001,-24.61051381,4.33,13,2.0,0,0,0,'true'
52,'yes','true',6,1,545,'true',0.0,' C','false','true',35.72,143.5,29.99,0.0,2.02,-0.57,0.0166,44.96,1.33,0.0,1.75,9.91105674,1.0,18,0.0,0,0,0,'false'
60,'yes','false',6,1,742,'true',0.0,' B','false','true',10.19,11.5,10.0,0.0,0.0,-0.09,-0.0038,0.17,0.33,0.0,4.0,-17.22311617,0.0,25,0.0,0,0,1,'false'
52,'yes','false',6,1,190,'true',0.0,' E','false','true',76.53,564.5,59.99,59.5,1.15,-3.35,-0.4122,90.21,23.67,2.33,1.768386389,3.110871487,8.33,6,1.0,0,0,3,'true'
0,'unknown','false',0,3,768,'true',29.99,' D','true','false',21.32,31.0,11.89,13.0,0.0,0.12,0.0752,4.35,2.0,2.33,0.343955014,7.776377939,0.67,27,0.0,0,0,0,'true'
26,'yes','false',4,1,311,'true',0.0,' C','false','true',181.27,1093.75,49.99,296.5,0.64,-3.555,-1.2836,249.1,34.67,14.33,1.562350235,-12.28155949,42.67,11,0.33,0,0,0,'false'
52,'yes','false',6,1,376,'true',0.0,' C','false','true',53.83,514.0,39.99,66.0,0.0,0.64,-0.163,0.0,0.0,0.0,0.0,6.755744093,0.0,13,0.0,0,0,0,'true'
0,'unknown','false',0,1,202,'true',0.0,' D','true','false',43.3,772.0,49.99,19.25,0.0,-3.24,-0.3984,125.05,8.0,0.67,0.866959356,14.78499628,10.0,7,2.0,0,0,1,'true'
28,'yes','false',6,1,850,'false',0.0,' A','false','true',35.67,138.75,24.99,14.75,0.0,-2.495,-0.2136,1.32,0.67,0.33,2.759398496,5.2948037789999995,0.33,28,0.0,0,0,0,'true'
30,'no','false',3,1,201,'true',0.0,' C','false','true',44.6,470.5,52.01,3.5,1.51,-9.35,-0.892,224.08,41.67,9.33,1.271532258,-8.19169523,8.67,7,0.0,0,0,0,'true'
50,'yes','true',9,3,207,'true',149.99,' A','false','true',133.39,709.0,79.99,194.0,0.0,3.9,0.3076,147.09,36.33,10.67,1.9558286280000001,-3.7912546330000003,16.0,29,0.0,1,1,0,'false'
66,'yes','false',7,1,318,'true',0.0,' B','false','true',31.23,101.5,39.99,0.0,0.0,-0.01,-0.0248,0.0,0.0,0.0,0.0,-23.56245565,0.0,10,0.0,0,0,0,'true'
48,'no','true',3,1,488,'true',0.0,' F','false','true',13.25,53.25,10.0,0.0,0.0,0.555,0.0,0.87,16.67,0.67,0.980588235,3.347175862,1.33,17,0.0,0,0,0,'false'
36,'no','false',4,4,111,'false',29.99,' A','false','true',44.05,14.75,44.99,0.0,0.0,-0.295,-0.1812,0.0,0.0,0.0,0.0,0.759989082,0.0,19,0.0,0,0,0,'true'
44,'yes','false',4,2,298,'true',29.99,' A','false','true',165.18,415.25,159.99,8.0,0.0,0.475,-0.0388,48.4,16.67,14.33,2.472222222,8.321581767,6.0,46,0.33,0,0,0,'false'
36,'yes','false',6,2,351,'true',29.99,' A','false','true',42.87,163.5,29.99,34.5,0.8,1.07,0.3514,4.4,2.67,1.0,18.914346899999998,7.9206569710000005,1.67,29,0.0,0,0,0,'true'
30,'yes','true',6,1,437,'true',0.0,' B','false','true',13.99,187.25,10.0,10.5,0.0,-1.005,-0.0116,19.49,10.67,0.0,3.8843187660000003,9.704388706,6.0,14,0.0,0,0,0,'true'
42,'yes','false',6,1,448,'true',0.0,' B','false','true',17.13,154.25,10.0,12.5,4.0,1.415,-0.1298,0.93,2.0,0.0,1.5808325269999999,13.63885737,0.67,15,0.0,0,0,0,'false'
0,'unknown','false',0,1,270,'true',0.0,' C','true','false',41.35,517.0,45.32,17.25,0.0,-1.54,0.1818,375.52,16.0,5.67,1.4101014459999999,10.59554709,3.67,9,0.0,0,0,0,'false'
42,'unknown','true',7,1,191,'true',0.0,' C','true','true',68.61,322.75,64.48,13.75,0.0,2.725,0.2498,72.77,7.0,14.33,2.333428571,-2.672061567,2.0,7,4.67,0,0,0,'true'
0,'unknown','false',0,2,13,'true',29.99,' A','true','false',33.27,179.5,29.99,4.0,0.0,1.37,0.0844,24.96,5.0,0.0,1.70120631,-12.07675996,1.33,32,0.0,0,0,0,'true'
72,'no','false',7,1,632,'true',0.0,' C','false','true',32.74,127.5,32.49,0.0,0.0,-1.41,-0.005,0.0,0.67,0.0,2.235657546,9.987510426,1.33,21,0.0,0,0,0,'false'
32,'no','false',5,2,38,'true',29.99,' E','false','true',113.16,419.75,75.0,0.0,0.0,9.645,2.2156,52.34,41.33,10.0,1.283723631,-1.7404039830000002,4.33,22,0.67,0,0,0,'true'
0,'unknown','false',0,3,176,'true',59.99,' D','true',' f',140.43,1412.75,63.07,306.5,0.0,-12.095,-2.8634,378.78,97.0,20.0,0.7332114829999999,3.21211411,26.0,16,2.0,0,0,0,'false'
46,'yes','false',8,6,400,'true',129.99,' A','false','true',58.82,1927.0,84.99,10.0,0.08,4.34,-0.9764,817.37,159.67,13.33,1.297841784,-3.4831054710000005,22.67,48,5.33,1,1,0,'true'
68,'yes','false',3,3,192,'true',9.99,' D','true','false',71.67,1062.0,67.49,71.0,0.0,-3.12,-0.4336,408.66,48.0,18.67,1.221035296,7.866713924,12.0,21,0.0,0,0,0,'false'
0,'unknown','false',0,1,203,'true',0.0,' E','true','false',36.05,273.5,39.99,16.5,0.0,0.49,-0.1212,59.6,19.0,2.67,3.098868667,-8.553558552,2.0,7,0.0,0,0,2,'false'
24,'yes','true',6,1,359,'true',0.0,' E','false','true',54.57,305.75,61.32,0.0,0.0,3.745,0.4086,28.97,0.67,0.0,6.359056806,16.62510322,1.33,12,0.67,0,0,0,'false'
0,'unknown','false',0,1,606,'true',0.0,' B','true','false',53.96,428.5,50.0,0.0,0.0,2.31,0.0,30.95,31.0,9.67,3.9760714289999997,11.06036518,19.33,20,0.0,0,0,0,'false'
0,'unknown','false',0,1,314,'true',0.0,' D','true','false',59.99,0.0,69.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.03944573,0.0,11,0.0,0,0,0,'true'
0,'unknown','false',0,2,78,'true',99.99,' E','true','false',32.41,209.75,39.99,0.5,0.0,0.465,-0.013000000000000001,31.05,22.0,5.67,1.978844332,-5.260944462,4.67,11,2.67,0,0,0,'true'
22,'no','false',6,1,376,'true',0.0,' B','false','true',19.0,269.0,29.67,0.0,0.0,0.0,0.0,1.61,8.33,0.33,1.750469043,-4.493674251,2.33,12,0.0,0,0,0,'true'
54,'yes','false',9,1,249,'true',0.0,' B','false','true',45.13,541.75,49.99,91.75,0.0,2.445,0.40700000000000003,0.0,0.0,0.0,0.0,2.292577831,0.0,11,0.0,0,0,0,'false'
0,'unknown','false',0,1,354,'true',0.0,' B','true','false',53.44,2.25,49.99,0.0,0.0,0.135,-0.009000000000000001,0.0,0.0,0.0,0.0,-6.567988102,0.0,12,0.0,0,0,0,'false'
42,'yes','true',5,2,519,'true',79.99,' B','false','true',36.13,361.0,32.49,0.0,0.0,-1.78,-0.0434,27.25,10.0,0.67,3.589615385,-11.84330008,4.67,21,2.33,0,0,0,'true'
50,'yes','false',9,2,454,'false',29.99,' C','true','true',28.22,50.0,16.99,22.5,0.0,-0.08,-0.4044,9.78,8.0,1.33,1.784266018,-5.857397542,1.33,24,0.0,0,0,0,'true'
32,'unknown','false',6,1,433,'true',0.0,' B','false','true',44.19,350.5,29.99,31.25,0.0,0.35,0.012,96.09,11.33,2.0,1.397647861,8.176001767,2.33,14,0.0,0,0,0,'false'
56,'yes','false',9,5,50,'true',149.99,' B','false','true',37.74,277.0,47.49,0.0,0.0,1.08,-0.0352,19.93,7.0,1.0,3.7181996089999996,13.22957065,3.67,21,3.67,0,0,0,'false'
46,'unknown','false',9,3,781,'true',59.99,' A','false','true',36.88,147.5,29.99,0.0,7.9,-1.59,-0.14800000000000002,23.53,16.0,0.0,3.160619255,6.457168683,3.0,50,0.0,0,0,0,'true'
0,'no','false',2,1,830,'false',0.0,' E','false','false',40.44,134.33,29.99,29.33,0.0,1.1134,0.225,4.5,3.67,0.0,1.236779795,-0.739394752,0.0,27,0.0,0,0,0,'false'
82,'yes','false',6,2,283,'true',199.99,' B','false','true',36.65,304.5,39.99,2.75,0.0,-2.09,-0.0936,5.3,14.33,2.0,4.7780000000000005,7.743806365,3.33,14,0.0,0,0,0,'false'
32,'no','false',7,2,10,'true',149.99,' B','false','true',42.98,276.0,49.99,0.0,0.0,3.72,0.0,35.53,3.67,0.0,1.353484079,15.764014000000001,8.0,25,0.0,0,0,0,'true'
24,'no','false',4,2,359,'true',199.99,' B','false','true',32.43,703.0,39.99,3.75,0.0,-5.08,-0.0488,187.48,52.67,13.33,0.620347222,3.068420492,10.33,14,0.0,0,0,0,'true'
32,'yes','false',9,1,856,'true',0.0,' A','false','true',40.5,235.5,34.98,5.5,2.97,-0.05,-0.0064,0.0,0.0,0.0,0.0,18.76762598,0.0,28,0.0,0,0,0,'true'
60,'yes','false',6,1,251,'true',0.0,' C','false','true',80.84,1300.5,59.49,72.5,0.62,-25.75,-0.617,522.57,34.0,21.0,0.65310942,1.170859557,15.0,8,2.67,0,0,0,'true'
44,'no','false',0,2,622,'true',29.99,' D','true','true',42.21,135.0,34.98,12.75,0.0,-2.7,-0.1446,22.68,3.33,2.33,1.666521739,6.7586815289999995,1.0,41,0.0,0,0,0,'false'
52,'no','true',5,2,243,'true',149.99,' E','false','true',79.06,792.0,36.97,120.25,0.0,-8.54,-0.8418,219.38,36.67,12.33,0.47060069200000004,2.8989973069999997,4.67,16,0.0,0,0,0,'true'
24,'unknown','false',0,2,535,'true',149.99,' B','true','false',46.79,1016.5,39.99,17.0,0.0,-0.79,0.408,344.34,58.67,40.0,0.9356612329999999,14.24456899,3.67,21,3.33,0,0,0,'true'
42,'no','false',7,1,747,'false',0.0,' B','false','false',51.09,220.25,49.99,0.0,1.1,-0.145,0.0014,58.38,35.67,5.67,3.053026245,1.315449877,6.67,25,0.0,0,0,0,'true'
0,'unknown','false',0,2,190,'true',149.99,' E','true','false',69.57,1299.25,69.99,32.75,0.0,-7.765,-0.2522,78.64,31.0,10.33,0.478885503,0.771303423,18.33,7,9.0,0,0,0,'false'
54,'yes','false',9,1,863,'true',0.0,' A','false','true',33.24,27.0,29.99,0.0,0.0,-0.52,0.0,0.17,0.0,0.0,2.004291845,-3.415313694,3.0,29,0.0,0,0,0,'true'
30,'no','false',7,1,696,'true',0.0,' F','false','true',17.8,29.75,10.0,28.75,0.0,-0.195,-0.0168,0.17,7.0,0.0,0.405515004,-8.905027527,0.0,23,0.0,0,0,0,'false'
52,'yes','false',6,1,288,'true',0.0,' B','false','true',134.2,1824.75,47.17,138.25,0.0,-21.835,0.5298,179.45,38.67,8.67,0.6409777210000001,-12.44549186,30.67,9,6.67,0,0,0,'false'
0,'unknown','false',0,2,215,'true',79.99,' B','true','false',54.5,753.25,52.49,41.75,0.0,0.555,-0.3506,25.38,53.33,6.33,1.112601669,1.235296079,13.67,7,1.67,0,0,0,'false'
0,'unknown','false',0,1,824,'true',0.0,' A','true','false',32.27,60.5,29.99,6.5,0.0,-0.53,-0.0456,18.7,3.33,0.0,1.500938086,2.041882519,1.0,28,0.0,0,0,0,'false'
54,'yes','true',7,1,618,'true',0.0,' B','false','true',40.54,194.75,29.99,5.0,4.69,-1.155,-0.21100000000000002,56.27,9.33,1.67,1.237600238,-5.847251241,4.0,20,0.0,0,0,0,'true'
28,'no','false',3,2,314,'true',149.99,' B','false',' t',59.99,139.25,69.99,0.0,0.0,-1.085,0.0,0.37,0.0,0.0,2.9991431019999997,12.08064291,1.33,25,0.0,0,0,0,'false'
50,'yes','false',1,2,324,'true',149.99,' B','false','true',10.0,21.25,10.0,0.0,0.0,0.755,0.0,0.0,0.0,0.0,0.0,6.643645577000001,0.0,11,0.0,1,0,0,'true'
52,'no','false',6,1,293,'true',0.0,' B','true','false',59.99,0.0,69.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.251411593,0.0,10,0.0,0,0,0,'false'
38,'no','true',8,1,358,'true',0.0,' B','false','true',96.52,438.75,104.99,0.0,0.63,-3.975,-0.0118,102.38,40.0,2.67,3.8493548389999996,6.452321672999999,7.67,12,0.0,0,0,0,'false'
30,'yes','false',6,3,541,'true',29.99,' B','false','no',29.99,172.75,39.99,0.0,0.0,0.565,0.0,27.67,10.67,4.33,2.457041179,7.226645405,0.33,18,1.33,0,0,0,'false'
0,'unknown','false',0,3,30,'true',129.99,' G','true','false',185.15,993.25,42.68,309.75,0.0,14.815,5.2212,383.39,59.67,14.0,0.892173532,0.49938007100000004,15.67,23,1.0,0,0,0,'true'
40,'yes','true',6,1,329,'true',0.0,' B','false','true',31.32,385.5,40.0,3.0,0.0,0.09,-0.0264,3.6,5.0,0.0,0.9207009209999999,-15.55553075,21.0,11,8.0,0,0,0,'true'
36,'no','false',3,4,378,'true',9.99,' A','false','true',149.39,1301.75,75.0,0.75,23.04,-4.915,-0.7018,490.7,35.67,2.67,1.209455745,-0.326089605,6.0,50,0.0,0,0,0,'true'
38,'yes','true',6,1,544,'true',0.0,' E','false','true',53.37,298.25,49.99,16.5,0.0,-5.765,-0.1426,75.47,10.33,1.0,7.193157895,-6.1742639210000005,12.33,18,4.67,0,0,0,'false'
70,'yes','true',5,3,18,'true',99.99,' E','false','true',37.64,293.25,44.99,5.25,0.0,-0.605,-0.053,28.0,76.67,14.33,4.34375,7.493412442,12.0,13,0.0,0,0,0,'true'
48,'yes','true',7,1,511,'true',0.0,' B','false','true',62.82,156.0,69.99,0.0,2.34,-0.8,0.0458,28.55,41.0,0.67,0.487230769,4.722614299,2.67,17,0.0,0,0,0,'false'
60,'yes','false',7,2,716,'true',29.99,' A','false','true',40.01,108.75,32.49,0.0,7.52,-0.555,-0.1504,0.97,4.67,1.0,4.253283302,-12.47263142,0.33,31,0.0,0,0,0,'true'
0,'unknown','false',0,1,591,'true',0.0,' B','true','false',42.66,228.25,42.41,0.0,0.0,-0.725,-0.0534,50.87,17.33,6.33,2.753801891,9.071806609,6.33,20,0.0,0,0,0,'false'
0,'unknown','false',0,4,977,'false',9.99,' C','true','false',50.56,100.25,50.0,0.0,0.0,0.115,0.0008,7.8,1.0,0.0,1.933,-15.68876955,24.67,53,0.0,0,0,0,'true'
30,'unknown','true',3,1,223,'true',0.0,' E','false','true',65.13,508.25,59.99,7.5,0.47,-3.345,-0.1684,138.98,38.33,28.0,5.145601618,18.84693278,9.33,7,5.0,0,0,2,'false'
44,'yes','true',6,1,205,'true',0.0,' B','false','true',54.18,733.5,69.99,0.0,0.0,0.19,-0.0838,369.49,50.67,33.67,0.968623188,19.1720926,10.33,7,2.0,0,0,0,'false'
70,'yes','true',3,1,346,'false',0.0,' G','false','true',50.44,35.5,49.99,0.0,0.0,-0.07,-0.009000000000000001,4.06,17.0,3.33,2.040816327,10.03107063,3.67,11,0.0,0,0,0,'false'
42,'yes','true',8,1,902,'false',0.0,' A','false','true',25.22,52.75,24.99,0.0,0.0,-0.435,-0.0046,6.32,0.0,0.0,0.580832527,19.82676327,6.0,30,0.0,0,0,0,'false'
50,'yes','true',5,4,952,'false',29.99,' A','false','true',38.02,447.5,32.49,5.0,0.68,2.45,0.2038,48.51,20.67,4.33,4.445043356,21.62757997,13.0,32,4.0,0,0,0,'true'
54,'unknown','true',6,3,241,'true',9.99,' G','false','true',69.28,960.5,54.99,57.25,0.0,1.83,0.1542,338.32,55.33,6.0,0.363305252,-16.34606329,22.0,15,0.0,0,0,0,'true'
34,'yes','false',5,1,642,'true',0.0,' B','false','true',57.46,342.75,30.0,17.5,19.1,3.105,1.1616,31.07,23.0,0.67,2.396546844,-34.56113225,5.67,21,0.0,0,0,0,'false'
54,'yes','true',9,2,95,'true',199.99,' D','false','true',119.33,996.75,69.98,125.0,0.0,2.365,-0.3548,173.48,15.0,0.0,2.163229167,-3.359630815,20.67,11,3.0,0,0,0,'true'
50,'yes','true',9,2,2,'true',79.99,' A','false','true',85.24,325.0,84.99,0.0,0.0,2.8,-0.005,45.28,34.67,8.33,0.989692308,4.427705193,32.67,12,0.0,0,0,0,'false'
0,'unknown','false',0,1,613,'false',0.0,' E','true','false',71.87,1405.5,59.99,67.5,0.68,-1.91,-0.41,253.11,177.0,17.0,0.708049645,0.087616788,77.67,20,9.33,0,0,0,'true'
